from,to,cost
530,565,728.62
530,586,1957.65
531,491,768.13
531,505,768.69
531,508,706.52
531,530,1958.87
531,539,1585.62
531,543,1959.12
531,567,547.91
531,586,19.6
532,489,1265.1
532,493,1434.85
532,507,697.18
532,516,695.4
532,549,873.54
532,560,70.03
532,571,1262.07
532,583,875.36
533,494,909.82
534,482,607.82
534,484,78.58
534,530,1433.26
534,543,1433.05
534,554,606.87
534,565,704.73
535,81,1578.52
535,84,1469.95
535,90,498.31
535,95,580.76
535,111,486.28
535,113,1419.58
535,118,388.91
535,477,701.19
535,529,1858.84
535,550,144.05
535,587,1852.41
536,475,1648.09
536,488,1317.79
536,490,761.29
536,521,24.46
536,523,1126.58
536,528,1649.68
536,557,699.87
536,559,1126.14
536,574,1311.73
536,619,1937.1
536,632,1545.28
536,633,1525.49
536,660,1844.92
536,673,1401.33
536,681,1987.04
536,834,782.35
536,848,1069.32
536,851,1800.25
536,852,1028.55
536,853,1802.05
536,860,779.9
537,478,842.8
537,519,1159.22
538,154,1668.93
538,159,1174.76
538,162,1632.81
538,552,657.24
538,576,290.34
538,579,1759.99
538,581,1118.73
538,935,1930.47
539,508,879.5
539,531,1585.62
539,553,1445.3
539,567,1040.64
539,580,463.29
539,586,1583.13
540,495,1560.26
540,496,609.89
540,570,1113.49
541,486,1687.04
541,488,1645.28
541,548,607.97
541,556,607.98
541,562,632.88
541,574,1643.47
541,619,1178.22
541,632,1989.48
541,633,1991.8
541,634,163.12
541,676,687.09
541,681,1123.32
541,682,249.18
542,479,1864.22
542,584,1583.03
542,692,1497.41
542,696,863.8
543,484,1510.08
543,491,1191.0
543,505,1190.53
543,530,11.88
543,531,1959.12
543,534,1433.05
543,565,728.33
543,586,1957.78
544,475,1889.16
544,485,732.0
544,489,1033.87
544,506,18.45
544,515,1367.63
544,528,1892.57
544,547,1369.91
544,549,1423.89
544,571,1035.65
544,573,817.04
544,583,1423.07
545,188,1680.76
545,193,1935.51
545,196,1807.45
545,200,1837.62
545,503,18.49
545,513,552.2
545,517,1923.87
545,527,1532.64
545,564,1534.61
545,566,774.7
545,568,1305.07
545,585,631.89
546,492,815.18
546,499,96.55
546,514,1795.09
546,524,225.57
546,529,885.2
546,561,931.17
546,575,130.57
546,577,1790.75
546,587,884.82
547,475,535.22
547,485,637.92
547,506,1365.54
547,515,12.93
547,523,1056.68
547,528,534.95
547,544,1369.91
547,559,1056.83
547,573,553.44
547,831,1769.13
547,834,1481.35
547,843,1753.74
547,848,1123.22
547,851,1252.5
547,852,1167.39
547,860,1511.16
548,488,1037.38
548,490,1575.32
548,541,607.97
548,556,23.39
548,557,1638.93
548,562,1231.45
548,574,1035.5
548,619,781.13
548,632,1567.71
548,633,1565.0
548,634,746.62
548,676,1290.75
548,681,740.18
548,682,424.01
549,489,391.84
549,506,1425.8
549,507,1568.47
549,516,1567.73
549,532,873.54
549,544,1423.89
549,560,937.31
549,571,388.53
549,583,18.61
550,81,1672.38
550,84,1356.93
550,90,359.04
550,95,639.95
550,111,348.69
550,113,1304.26
550,118,428.19
550,477,843.89
550,529,1716.28
550,535,144.05
550,587,1710.08
551,367,1850.84
551,486,796.09
551,500,1247.85
551,518,1059.99
551,572,1252.81
551,819,846.3
552,154,1732.66
552,159,921.8
552,162,1701.04
552,538,657.24
552,576,367.93
552,579,1103.31
552,581,463.28
553,81,1984.64
553,91,1955.66
553,477,1571.05
553,539,1445.3
553,580,995.33
554,482,15.96
554,484,530.04
554,534,606.87
554,565,1311.59
556,488,1037.65
556,490,1578.25
556,541,607.98
556,548,23.39
556,557,1641.91
556,562,1228.3
556,574,1036.24
556,619,802.5
556,632,1586.86
556,633,1583.98
556,634,749.52
556,676,1288.49
556,681,762.0
556,682,431.8
557,488,621.69
557,490,63.77
557,521,711.1
557,523,1774.77
557,536,699.87
557,548,1638.93
557,556,1641.91
557,559,1779.76
557,574,617.43
557,619,1402.21
557,632,1300.46
557,633,1280.62
557,673,1532.93
557,681,1443.19
557,834,1480.33
557,848,1701.23
557,852,1656.76
557,860,1479.49
558,60,1424.16
558,480,744.42
558,495,641.67
558,496,1569.56
558,527,1344.01
558,564,1336.83
558,570,1095.14
559,475,521.97
559,485,1675.75
559,490,1843.53
559,515,1063.04
559,521,1106.69
559,523,29.99
559,528,523.89
559,536,1126.14
559,547,1056.83
559,557,1779.76
559,573,1588.23
559,831,1722.61
559,834,482.59
559,843,1707.05
559,848,128.33
559,851,1099.3
559,852,166.02
559,853,1924.04
559,860,525.56
560,489,1329.12
560,493,1371.19
560,507,631.45
560,514,1951.59
560,516,630.43
560,532,70.03
560,549,937.31
560,571,1325.67
560,577,1956.95
560,583,939.71
561,492,116.15
561,493,1509.23
561,499,836.21
561,514,921.3
561,524,1156.7
561,529,1816.13
561,546,931.17
561,575,1060.31
561,577,921.71
561,587,1815.97
562,486,1381.04
562,541,632.88
562,548,1231.45
562,556,1228.3
562,619,1779.05
562,634,541.98
562,676,76.94
562,681,1722.62
562,682,871.6
562,711,1721.59
562,739,1404.46
563,188,891.87
563,193,811.71
563,195,1734.78
563,196,1277.43
563,200,1390.96
563,487,866.33
563,517,536.49
563,568,1121.56
563,585,1794.85
564,60,1339.4
564,62,1986.36
564,480,596.08
564,495,1972.64
564,503,1535.51
564,513,982.42
564,527,24.71
564,545,1534.61
564,558,1336.83
564,566,760.8
565,482,1312.39
565,484,781.88
565,491,1919.33
565,505,1918.8
565,530,728.62
565,534,704.73
565,543,728.33
565,554,1311.59
566,60,1911.83
566,480,1353.16
566,503,776.32
566,513,223.83
566,527,759.87
566,545,774.7
566,564,760.8
566,585,1398.55
567,491,1313.43
567,505,1314.65
567,508,162.78
567,531,547.91
567,539,1040.64
567,580,1495.73
567,586,547.29
568,172,1952.07
568,188,533.2
568,193,776.49
568,195,1583.52
568,196,978.04
568,199,1946.25
568,200,1083.69
568,487,1871.83
568,503,1300.16
568,513,1846.42
568,517,629.72
568,545,1305.07
568,563,1121.56
568,585,673.33
569,125,1498.72
569,128,1673.15
569,135,1808.46
569,136,1779.49
569,139,1600.63
569,140,1478.08
569,144,1824.54
569,146,1580.17
569,481,349.18
569,498,1144.1
569,501,435.76
569,502,476.92
569,504,1642.26
569,510,731.23
569,526,1749.4
569,582,176.33
570,480,1839.49
570,495,463.78
570,496,505.28
570,540,1113.49
570,558,1095.14
571,485,1762.36
571,489,19.31
571,506,1037.38
571,507,1956.59
571,516,1956.03
571,532,1262.07
571,544,1035.65
571,549,388.53
571,560,1325.67
571,573,1844.89
571,583,387.42
572,367,1862.57
572,486,1997.82
572,487,1181.89
572,500,21.85
572,518,193.33
572,551,1252.81
572,819,522.85
573,475,1074.45
573,485,87.69
573,489,1841.47
573,506,812.31
573,515,551.7
573,523,1584.36
573,528,1077.12
573,544,817.04
573,547,553.44
573,559,1588.23
573,571,1844.89
573,831,1853.75
573,843,1840.63
573,848,1639.37
573,851,1486.12
573,852,1681.25
574,488,20.84
574,490,554.02
574,521,1324.64
574,536,1311.73
574,541,1643.47
574,548,1035.5
574,556,1036.24
574,557,617.43
574,619,992.41
574,632,1265.15
574,633,1249.8
574,634,1778.51
574,673,1781.6
574,681,1015.74
574,682,1442.8
575,84,1989.31
575,113,1957.86
575,492,944.22
575,499,224.1
575,514,1915.71
575,524,97.8
575,529,755.83
575,546,130.57
575,561,1060.31
575,577,1910.88
575,587,755.92
576,154,1683.8
576,159,1036.11
576,162,1649.05
576,538,290.34
576,552,367.93
576,579,1469.81
576,581,828.43
577,492,1021.54
577,493,593.96
577,499,1694.58
577,507,1333.27
577,514,18.67
577,516,1330.93
577,546,1790.75
577,560,1956.95
577,561,921.71
577,575,1910.88
578,125,1800.18
578,126,687.41
578,131,456.15
578,132,1697.15
578,133,470.89
578,135,1293.88
578,136,1313.11
578,139,1615.02
578,140,1809.11
578,142,982.54
578,145,1614.77
578,146,1625.4
578,504,1426.18
578,511,868.43
578,588,802.69
579,159,1416.98
579,525,1347.38
579,538,1759.99
579,552,1103.31
579,576,1469.81
579,581,641.6
580,508,1336.58
580,539,463.29
580,553,995.33
580,567,1495.73
581,154,1961.51
581,159,1045.53
581,162,1934.6
581,525,1987.84
581,538,1118.73
581,552,463.28
581,576,828.43
581,579,641.6
582,125,1652.41
582,128,1702.57
582,135,1979.37
582,136,1950.98
582,139,1762.24
582,140,1632.28
582,144,1836.94
582,146,1742.25
582,481,173.58
582,498,975.93
582,501,259.95
582,502,653.18
582,504,1815.55
582,510,907.53
582,526,1576.81
582,569,176.33
583,489,389.81
583,506,1424.74
583,507,1571.09
583,516,1570.11
583,532,875.36
583,544,1423.07
583,549,18.61
583,560,939.71
583,571,387.42
584,479,293.39
584,512,930.88
584,522,1854.36
584,542,1583.03
584,696,938.92
585,188,1085.41
585,193,1337.31
585,195,1839.98
585,196,1319.82
585,200,1380.73
585,503,626.83
585,513,1174.72
585,517,1293.56
585,545,631.89
585,563,1794.85
585,566,1398.55
585,568,673.33
586,491,766.85
586,505,767.75
586,508,704.67
586,530,1957.65
586,531,19.6
586,539,1583.13
586,543,1957.78
586,567,547.29
587,84,1321.35
587,90,1398.83
587,107,1760.04
587,111,1417.72
587,113,1278.98
587,116,1741.44
587,118,1874.63
587,492,1699.94
587,499,979.93
587,524,659.27
587,529,20.3
587,535,1852.41
587,546,884.82
587,550,1710.08
587,561,1815.97
587,575,755.92
588,126,1448.74
588,131,1238.9
588,133,1247.42
588,135,1949.81
588,136,1977.73
588,142,1517.52
588,145,1987.66
588,511,1582.84
588,578,802.69
589,598,1794.24
589,600,1549.86
589,601,1378.75
589,602,1553.24
589,603,889.21
589,627,1797.6
589,628,654.64
589,639,1380.6
589,641,17.83
589,645,1212.53
589,662,606.92
589,674,982.48
589,687,656.98
590,597,601.83
590,604,1431.24
590,609,362.4
590,611,1587.46
590,614,1125.63
590,621,361.86
590,624,27.3
590,638,886.09
590,640,1592.02
590,666,594.51
590,675,891.09
591,607,20.86
591,608,777.57
591,612,1877.37
591,620,689.73
591,625,690.6
591,647,1316.08
591,648,777.43
591,652,1429.69
591,653,1428.92
591,661,1531.18
592,79,1740.27
592,86,958.2
592,89,1463.73
592,98,1747.09
592,117,942.38
592,606,1817.5
592,644,1804.94
592,657,874.5
592,663,1254.67
592,669,1848.56
592,690,876.33
593,595,614.89
593,615,813.51
593,671,963.79
593,677,1861.14
593,689,812.52
594,610,1032.3
594,617,1507.56
594,618,1998.49
594,623,315.14
594,626,768.14
594,629,1655.49
594,642,1818.82
594,649,1521.63
594,654,1898.52
594,680,104.93
594,688,245.74
595,593,614.89
595,605,1894.81
595,615,1414.72
595,631,1899.21
595,671,355.78
595,677,1246.63
595,689,1416.21
596,79,1897.04
596,89,1940.23
596,98,1876.0
596,599,1212.11
596,606,1245.5
596,635,571.11
596,636,1462.14
596,646,273.73
596,651,69.64
596,655,218.76
596,667,570.99
596,668,1342.4
596,669,1207.95
597,413,1627.87
597,590,601.83
597,609,963.02
597,611,993.27
597,614,1727.0
597,621,963.66
597,624,605.03
597,638,302.14
597,640,994.99
597,666,26.93
597,675,299.67
598,589,1794.24
598,600,245.2
598,602,246.38
598,603,916.83
598,617,1812.89
598,618,1322.63
598,627,30.04
598,629,1663.36
598,641,1793.1
598,642,1503.74
598,645,589.65
598,662,1192.18
598,674,817.65
599,596,1212.11
599,613,1602.45
599,635,1783.17
599,636,253.09
599,637,904.95
599,646,941.52
599,650,909.04
599,651,1277.81
599,655,993.46
599,665,1692.84
599,667,1782.86
599,668,135.87
600,589,1549.86
600,598,245.2
600,602,29.18
600,603,671.86
600,618,1567.81
600,627,247.87
600,629,1908.39
600,641,1548.52
600,642,1748.92
600,645,345.18
600,662,947.07
600,674,572.48
601,589,1378.75
601,612,724.8
601,620,1912.64
601,625,1912.69
601,628,724.19
601,639,18.1
601,641,1381.72
601,647,1286.02
601,661,1071.08
601,662,1985.64
601,687,721.94
602,589,1553.24
602,598,246.38
602,600,29.18
602,603,671.58
602,618,1567.82
602,627,245.48
602,629,1909.06
602,641,1551.57
602,642,1748.89
602,645,344.03
602,662,948.93
602,674,573.24
603,589,889.21
603,598,916.83
603,600,671.86
603,602,671.58
603,627,917.06
603,628,1543.61
603,641,886.1
603,645,327.58
603,662,282.45
603,674,101.32
603,687,1546.18
604,590,1431.24
604,609,1071.11
604,614,310.16
604,621,1069.39
604,624,1429.08
605,595,1894.81
605,631,21.34
605,660,535.24
605,671,1572.51
605,673,1455.23
605,677,668.17
605,834,1915.44
605,853,403.88
605,860,1868.63
606,79,1219.46
606,86,1023.38
606,89,1070.83
606,98,1202.24
606,117,1048.36
606,592,1817.5
606,596,1245.5
606,635,674.82
606,646,1517.61
606,651,1180.59
606,655,1464.24
606,657,951.3
606,667,674.76
606,669,47.22
606,690,945.59
607,591,20.86
607,608,783.97
607,612,1879.54
607,620,691.69
607,625,692.02
607,647,1318.36
607,648,784.34
607,652,1436.92
607,653,1436.48
607,661,1533.28
608,591,777.57
608,607,783.97
608,620,1441.19
608,625,1445.51
608,648,20.17
608,652,654.07
608,653,654.93
609,590,362.4
609,597,963.02
609,604,1071.11
609,611,1942.12
609,614,764.04
609,621,31.47
609,624,363.65
609,638,1240.87
609,640,1948.34
609,666,954.49
609,675,1247.81
610,594,1032.3
610,617,475.31
610,618,966.23
610,623,719.1
610,626,1796.82
610,629,623.32
610,642,786.56
610,680,931.61
610,688,786.65
611,413,1198.8
611,590,1587.46
611,597,993.27
611,609,1942.12
611,621,1946.34
611,622,1096.34
611,624,1593.66
611,638,701.58
611,640,41.76
611,666,996.18
611,675,696.73
612,591,1877.37
612,601,724.8
612,607,1879.54
612,620,1187.85
612,625,1187.9
612,628,1448.99
612,639,723.21
612,647,561.31
612,661,346.28
612,687,1446.67
613,599,1602.45
613,616,1351.29
613,636,1351.56
613,637,702.72
613,650,702.29
613,656,1581.05
613,658,1235.86
613,659,580.62
613,664,581.79
613,665,101.9
613,668,1466.59
613,685,1583.48
613,686,1066.42
614,590,1125.63
614,597,1727.0
614,604,310.16
614,609,764.04
614,621,764.03
614,624,1124.68
614,666,1718.51
615,593,813.51
615,595,1414.72
615,671,1747.15
615,689,21.68
616,613,1351.29
616,630,1569.72
616,656,235.05
616,658,116.35
616,659,773.0
616,664,769.99
616,665,1253.58
616,670,745.9
616,672,1573.05
616,679,738.98
616,685,241.81
616,686,285.62
617,594,1507.56
617,598,1812.89
617,610,475.31
617,618,491.33
617,623,1194.32
617,627,1813.29
617,629,149.92
617,642,311.26
617,680,1406.89
617,688,1261.94
618,594,1998.49
618,598,1322.63
618,600,1567.81
618,602,1567.82
618,610,966.23
618,617,491.33
618,623,1684.75
618,627,1322.49
618,629,343.08
618,642,181.12
618,645,1911.83
618,680,1897.41
618,688,1752.8
619,488,1008.42
619,490,1348.79
619,521,1958.19
619,536,1937.1
619,541,1178.22
619,548,781.13
619,556,802.5
619,557,1402.21
619,562,1779.05
619,574,992.41
619,632,814.25
619,633,815.38
619,634,1237.34
619,673,1590.12
619,676,1815.97
619,681,56.85
619,682,929.48
620,591,689.73
620,601,1912.64
620,607,691.69
620,608,1441.19
620,612,1187.85
620,625,18.03
620,639,1910.84
620,647,626.71
620,648,1437.37
620,661,841.59
621,590,361.86
621,597,963.66
621,604,1069.39
621,609,31.47
621,611,1946.34
621,614,764.03
621,624,360.75
621,638,1244.8
621,640,1951.89
621,666,955.97
621,675,1251.0
622,413,1630.04
622,611,1096.34
622,638,1797.9
622,640,1092.03
622,675,1792.53
623,594,315.14
623,610,719.1
623,617,1194.32
623,618,1684.75
623,626,1077.85
623,629,1341.67
623,642,1505.52
623,649,1828.78
623,680,212.68
623,688,72.02
624,590,27.3
624,597,605.03
624,604,1429.08
624,609,363.65
624,611,1593.66
624,614,1124.68
624,621,360.75
624,638,892.85
624,640,1597.52
624,666,598.88
624,675,896.97
625,591,690.6
625,601,1912.69
625,607,692.02
625,608,1445.51
625,612,1187.9
625,620,18.03
625,639,1911.05
625,647,627.18
625,648,1441.93
625,661,841.63
626,594,768.14
626,610,1796.82
626,623,1077.85
626,649,754.07
626,654,1131.04
626,680,865.8
626,688,1011.74
627,589,1797.6
627,598,30.04
627,600,247.87
627,602,245.48
627,603,917.06
627,617,1813.29
627,618,1322.49
627,629,1663.97
627,641,1796.17
627,642,1503.53
627,645,589.49
627,662,1194.1
627,674,818.65
628,589,654.64
628,601,724.19
628,603,1543.61
628,612,1448.99
628,639,726.33
628,641,657.53
628,645,1867.12
628,661,1795.26
628,662,1261.48
628,674,1637.12
628,687,18.53
629,594,1655.49
629,598,1663.36
629,600,1908.39
629,602,1909.06
629,610,623.32
629,617,149.92
629,618,343.08
629,623,1341.67
629,627,1663.97
629,642,165.69
629,680,1554.33
629,688,1409.78
630,616,1569.72
630,656,1335.16
630,658,1681.5
630,670,837.97
630,672,24.81
630,679,839.28
630,685,1330.56
630,686,1853.96
631,595,1899.21
631,605,21.34
631,660,537.52
631,671,1575.1
631,673,1458.63
631,677,668.6
631,834,1935.21
631,853,420.67
631,860,1888.34
632,488,1285.99
632,490,1277.09
632,521,1569.57
632,536,1545.28
632,541,1989.48
632,548,1567.71
632,556,1586.86
632,557,1300.46
632,574,1265.15
632,619,814.25
632,633,20.38
632,660,1698.31
632,673,780.99
632,681,867.54
632,682,1741.68
632,853,1964.84
633,488,1270.64
633,490,1257.48
633,521,1549.77
633,536,1525.49
633,541,1991.8
633,548,1565.0
633,556,1583.98
633,557,1280.62
633,574,1249.8
633,619,815.38
633,632,20.38
633,660,1695.9
633,673,777.13
633,681,869.13
633,682,1743.73
633,853,1959.36
634,486,1523.97
634,488,1781.42
634,541,163.12
634,548,746.62
634,556,749.52
634,562,541.98
634,574,1778.51
634,619,1237.34
634,676,583.28
634,681,1180.99
634,682,342.52
634,739,1944.18
635,79,1511.58
635,86,1626.83
635,89,1487.13
635,98,1490.73
635,117,1650.82
635,596,571.11
635,599,1783.17
635,606,674.82
635,646,842.79
635,651,505.78
635,655,789.72
635,657,1623.83
635,667,28.47
635,668,1913.47
635,669,638.28
635,690,1616.97
636,596,1462.14
636,599,253.09
636,613,1351.56
636,637,652.3
636,646,1192.87
636,650,656.09
636,651,1528.45
636,655,1243.82
636,659,1918.2
636,664,1923.0
636,665,1443.07
636,668,119.75
637,599,904.95
637,613,702.72
637,636,652.3
637,646,1838.8
637,650,19.7
637,655,1887.5
637,658,1935.63
637,659,1277.37
637,664,1280.59
637,665,797.46
637,668,769.62
637,686,1764.79
638,413,1389.48
638,590,886.09
638,597,302.14
638,609,1240.87
638,611,701.58
638,621,1244.8
638,622,1797.9
638,624,892.85
638,640,707.57
638,666,299.95
638,675,30.09
639,589,1380.6
639,601,18.1
639,612,723.21
639,620,1910.84
639,625,1911.05
639,628,726.33
639,641,1383.79
639,647,1284.14
639,661,1069.43
639,662,1987.52
639,687,723.62
640,413,1240.3
640,590,1592.02
640,597,994.99
640,609,1948.34
640,611,41.76
640,621,1951.89
640,622,1092.03
640,624,1597.52
640,638,707.57
640,666,999.02
640,675,700.97
641,589,17.83
641,598,1793.1
641,600,1548.52
641,601,1381.72
641,602,1551.57
641,603,886.1
641,627,1796.17
641,628,657.53
641,639,1383.79
641,645,1210.27
641,662,604.12
641,674,980.1
641,687,660.36
642,594,1818.82
642,598,1503.74
642,600,1748.92
642,602,1748.89
642,610,786.56
642,617,311.26
642,618,181.12
642,623,1505.52
642,627,1503.53
642,629,165.69
642,680,1718.12
642,688,1573.21
643,67,1499.61
643,649,1704.79
643,654,1327.82
643,678,1305.4
643,683,718.17
643,684,327.37
644,592,1804.94
644,652,1449.52
644,653,1456.15
644,663,552.63
645,589,1212.53
645,598,589.65
645,600,345.18
645,602,344.03
645,603,327.58
645,618,1911.83
645,627,589.49
645,628,1867.12
645,641,1210.27
645,662,606.47
645,674,230.23
645,687,1869.12
646,596,273.73
646,599,941.52
646,606,1517.61
646,635,842.79
646,636,1192.87
646,637,1838.8
646,650,1844.56
646,651,337.02
646,655,60.64
646,667,843.81
646,668,1073.26
646,669,1480.62
647,591,1316.08
647,601,1286.02
647,607,1318.36
647,612,561.31
647,620,626.71
647,625,627.18
647,639,1284.14
647,661,215.36
648,591,777.43
648,607,784.34
648,608,20.17
648,620,1437.37
648,625,1441.93
648,652,652.67
648,653,652.78
649,594,1521.63
649,623,1828.78
649,626,754.07
649,643,1704.79
649,654,376.97
649,680,1617.77
649,684,1377.41
649,688,1764.0
650,599,909.04
650,613,702.29
650,636,656.09
650,637,19.7
650,646,1844.56
650,655,1893.62
650,658,1936.46
650,659,1278.54
650,664,1281.43
650,665,797.99
650,668,774.02
650,686,1765.89
651,79,1863.02
651,89,1897.21
651,98,1841.93
651,596,69.64
651,599,1277.81
651,606,1180.59
651,635,505.78
651,636,1528.45
651,646,337.02
651,655,284.69
651,667,507.02
651,668,1408.74
651,669,1143.67
652,591,1429.69
652,607,1436.92
652,608,654.07
652,644,1449.52
652,648,652.67
652,653,24.36
652,663,1946.23
653,591,1428.92
653,607,1436.48
653,608,654.93
653,644,1456.15
653,648,652.78
653,652,24.36
653,663,1956.11
654,594,1898.52
654,626,1131.04
654,643,1327.82
654,649,376.97
654,680,1994.36
654,684,1000.45
655,596,218.76
655,599,993.46
655,606,1464.24
655,635,789.72
655,636,1243.82
655,637,1887.5
655,646,60.64
655,650,1893.62
655,651,284.69
655,667,789.74
655,668,1124.1
655,669,1426.7
656,613,1581.05
656,616,235.05
656,630,1335.16
656,658,346.63
656,659,1005.15
656,664,1001.18
656,665,1484.35
656,670,512.01
656,672,1338.27
656,679,504.38
656,685,19.49
656,686,518.89
657,79,1291.6
657,86,481.43
657,89,999.41
657,98,1287.93
657,117,492.71
657,592,874.5
657,606,951.3
657,635,1623.83
657,667,1621.63
657,669,985.71
657,690,23.8
658,613,1235.86
658,616,116.35
658,630,1681.5
658,637,1935.63
658,650,1936.46
658,656,346.63
658,659,658.65
658,664,655.05
658,665,1138.53
658,670,852.91
658,672,1684.34
658,679,847.27
658,685,351.02
658,686,172.57
659,613,580.62
659,616,773.0
659,636,1918.2
659,637,1277.37
659,650,1278.54
659,656,1005.15
659,658,658.65
659,664,21.53
659,665,481.4
659,670,1505.91
659,679,1501.92
659,685,1008.78
659,686,487.42
660,521,1859.91
660,536,1844.92
660,605,535.24
660,631,537.52
660,632,1698.31
660,633,1695.9
660,673,921.8
660,677,1202.16
660,834,1736.5
660,853,385.95
660,860,1687.79
661,591,1531.18
661,601,1071.08
661,607,1533.28
661,612,346.28
661,620,841.59
661,625,841.63
661,628,1795.26
661,639,1069.43
661,647,215.36
661,687,1792.94
662,589,606.92
662,598,1192.18
662,600,947.07
662,601,1985.64
662,602,948.93
662,603,282.45
662,627,1194.1
662,628,1261.48
662,639,1987.52
662,641,604.12
662,645,606.47
662,674,376.24
662,687,1263.9
663,592,1254.67
663,644,552.63
663,652,1946.23
663,653,1956.11
664,613,581.79
664,616,769.99
664,636,1923.0
664,637,1280.59
664,650,1281.43
664,656,1001.18
664,658,655.05
664,659,21.53
664,665,483.59
664,670,1500.05
664,679,1496.38
664,685,1004.4
664,686,484.75
665,599,1692.84
665,613,101.9
665,616,1253.58
665,636,1443.07
665,637,797.46
665,650,797.99
665,656,1484.35
665,658,1138.53
665,659,481.4
665,664,483.59
665,668,1557.0
665,670,1979.8
665,679,1976.93
665,685,1487.19
665,686,968.28
666,413,1610.08
666,590,594.51
666,597,26.93
666,609,954.49
666,611,996.18
666,614,1718.51
666,621,955.97
666,624,598.88
666,638,299.95
666,640,999.02
666,675,300.17
667,79,1488.81
667,86,1616.4
667,89,1468.2
667,98,1467.93
667,117,1640.27
667,596,570.99
667,599,1782.86
667,606,674.76
667,635,28.47
667,646,843.81
667,651,507.02
667,655,789.74
667,657,1621.63
667,668,1912.54
667,669,636.96
667,690,1614.38
668,596,1342.4
668,599,135.87
668,613,1466.59
668,635,1913.47
668,636,119.75
668,637,769.62
668,646,1073.26
668,650,774.02
668,651,1408.74
668,655,1124.1
668,665,1557.0
668,667,1912.54
669,79,1199.51
669,86,1038.87
669,89,1061.15
669,98,1181.87
669,117,1063.76
669,592,1848.56
669,596,1207.95
669,606,47.22
669,635,638.28
669,646,1480.62
669,651,1143.67
669,655,1426.7
669,657,985.71
669,667,636.96
669,690,979.22
670,616,745.9
670,630,837.97
670,656,512.01
670,658,852.91
670,659,1505.91
670,664,1500.05
670,665,1979.8
670,672,838.36
670,679,23.97
670,685,504.09
670,686,1025.16
671,593,963.79
671,595,355.78
671,605,1572.51
671,615,1747.15
671,631,1575.1
671,677,911.41
671,689,1750.35
671,853,1821.49
672,616,1573.05
672,630,24.81
672,656,1338.27
672,658,1684.34
672,670,838.36
672,679,840.37
672,685,1333.32
672,686,1856.87
673,488,1800.89
673,490,1542.88
673,521,1423.81
673,536,1401.33
673,557,1532.93
673,574,1781.6
673,605,1455.23
673,619,1590.12
673,631,1458.63
673,632,780.99
673,633,777.13
673,660,921.8
673,681,1644.69
673,834,1706.58
673,853,1187.41
673,860,1665.07
674,589,982.48
674,598,817.65
674,600,572.48
674,602,573.24
674,603,101.32
674,627,818.65
674,628,1637.12
674,641,980.1
674,645,230.23
674,662,376.24
674,687,1639.23
675,413,1412.37
675,590,891.09
675,597,299.67
675,609,1247.81
675,611,696.73
675,621,1251.0
675,622,1792.53
675,624,896.97
675,638,30.09
675,640,700.97
675,666,300.17
676,486,1311.37
676,541,687.09
676,548,1290.75
676,556,1288.49
676,562,76.94
676,619,1815.97
676,634,583.28
676,681,1759.31
676,682,919.81
676,711,1697.59
676,739,1376.32
677,593,1861.14
677,595,1246.63
677,605,668.17
677,631,668.6
677,660,1202.16
677,671,911.41
677,853,973.56
678,67,1429.17
678,643,1305.4
678,683,587.36
678,684,1632.77
679,616,738.98
679,630,839.28
679,656,504.38
679,658,847.27
679,659,1501.92
679,664,1496.38
679,665,1976.93
679,670,23.97
679,672,840.37
679,685,497.28
679,686,1019.73
680,594,104.93
680,610,931.61
680,617,1406.89
680,618,1897.41
680,623,212.68
680,626,865.8
680,629,1554.33
680,642,1718.12
680,649,1617.77
680,654,1994.36
680,688,146.27
681,488,1031.05
681,490,1388.79
681,536,1987.04
681,541,1123.32
681,548,740.18
681,556,762.0
681,557,1443.19
681,562,1722.62
681,574,1015.74
681,619,56.85
681,632,867.54
681,633,869.13
681,634,1180.99
681,673,1644.69
681,676,1759.31
681,682,874.83
682,486,1784.62
682,488,1446.61
682,490,1968.47
682,541,249.18
682,548,424.01
682,556,431.8
682,562,871.6
682,574,1442.8
682,619,929.48
682,632,1741.68
682,633,1743.73
682,634,342.52
682,676,919.81
682,681,874.83
683,67,1318.53
683,70,1999.24
683,643,718.17
683,678,587.36
683,684,1045.54
684,67,1682.0
684,643,327.37
684,649,1377.41
684,654,1000.45
684,678,1632.77
684,683,1045.54
685,613,1583.48
685,616,241.81
685,630,1330.56
685,656,19.49
685,658,351.02
685,659,1008.78
685,664,1004.4
685,665,1487.19
685,670,504.09
685,672,1333.32
685,679,497.28
685,686,523.57
686,613,1066.42
686,616,285.62
686,630,1853.96
686,637,1764.79
686,650,1765.89
686,656,518.89
686,658,172.57
686,659,487.42
686,664,484.75
686,665,968.28
686,670,1025.16
686,672,1856.87
686,679,1019.73
686,685,523.57
687,589,656.98
687,601,721.94
687,603,1546.18
687,612,1446.67
687,628,18.53
687,639,723.62
687,641,660.36
687,645,1869.12
687,661,1792.94
687,662,1263.9
687,674,1639.23
688,594,245.74
688,610,786.65
688,617,1261.94
688,618,1752.8
688,623,72.02
688,626,1011.74
688,629,1409.78
688,642,1573.21
688,649,1764.0
688,680,146.27
689,593,812.52
689,595,1416.21
689,615,21.68
689,671,1750.35
690,79,1268.3
690,86,457.93
690,89,975.9
690,98,1264.71
690,117,469.42
690,592,876.33
690,606,945.59
690,635,1616.97
